day,maximum_fare,minimum_fare,avg_fare,std_dev_fare,rides
2016-12-11,120009.00,0.00,1300.33,1439.56,29042
2016-12-12,74500.00,0.00,1375.17,1458.13,41715
2016-12-13,78998.00,0.00,1253.07,1310.72,48355
2016-12-14,137103.00,0.00,1243.43,1511.62,53121
2016-12-15,93169.00,0.00,1242.10,1349.71,57114
2016-12-16,71189.00,0.00,1192.10,1152.51,59173
2016-12-17,166666.00,0.00,1127.17,1569.90,42847
2016-12-18,571572.00,0.00,1289.42,4406.54,32366
2016-12-19,102434.00,0.00,1215.96,1321.48,42376
2016-12-20,35555.00,0.00,1126.33,1084.97,43468
2016-12-21,92900.00,0.00,1124.61,1124.34,41916
2016-12-22,133291.00,0.00,1138.27,1320.65,39316
2016-12-23,231217.00,0.00,1124.45,1665.25,33410
2016-12-24,46050.00,0.00,1182.68,1243.43,17595
2016-12-25,37250.00,0.00,1361.01,1442.42,8267
2016-12-26,80000.00,0.00,1442.76,1647.24,16626
2016-12-27,690033.00,0.00,1272.30,4465.25,26649
2016-12-28,71025.00,0.00,1181.09,1236.40,29167
2016-12-29,99999.00,0.00,1141.28,1254.10,31366
2016-12-30,480025.00,0.00,1183.27,2941.37,32968
2016-12-31,751380.00,0.00,1132.73,4340.87,32109
2017-01-01,100009.00,0.00,1285.06,1423.39,30042
2017-01-02,99000.00,0.00,1644.60,1952.37,17731
2017-01-03,70400.00,0.00,1315.20,1381.55,27015
2017-01-04,70007.00,0.00,1214.21,1306.61,33034
2017-01-05,514721.00,0.00,1417.01,6577.50,39356
2017-01-06,70000.00,0.00,1149.24,1188.03,42831
2017-01-07,27325.00,0.00,1133.12,1126.30,29013
2017-01-08,30000.00,0.00,1501.47,1489.22,23495
2017-01-09,56350.00,0.00,1391.06,1445.48,33903
2017-01-10,900080.00,0.00,1282.14,4686.36,39700
2017-01-11,680034.00,0.00,1326.98,3647.45,40114
2017-01-12,751069.00,0.00,1303.40,3966.27,41345
2017-01-13,88800.00,0.00,1234.88,1424.08,43513
2017-01-14,49075.00,0.00,1140.86,1155.00,29432
2017-01-15,666666.00,0.00,1300.39,4388.03,24888
2017-01-16,99999.00,0.00,1450.57,1726.11,26597
2017-01-17,751391.00,0.00,1375.02,7254.33,35503
2017-01-18,900054.00,0.00,1310.10,6705.20,36875
2017-01-19,816422.00,0.00,1309.67,5626.11,42460
2017-01-20,99999.00,0.00,1226.53,1256.46,41002
2017-01-21,666666.00,0.00,1196.23,4288.72,30104
2017-01-22,45225.00,0.00,1392.80,1357.94,23395
2017-01-23,670079.00,0.00,1381.87,3979.06,32078
2017-01-24,200004.00,0.00,1261.80,1635.50,34565
2017-01-25,500177.00,0.00,1302.53,2871.78,37356
2017-01-26,330018.00,0.00,1307.86,2109.58,40262
2017-01-27,251260.00,0.00,1201.07,1778.02,43303
2017-01-28,99999.00,0.00,1100.28,1212.38,29793
2017-01-29,383549.00,0.00,1381.19,2811.51,23735
2017-01-30,670034.00,0.00,1344.82,3946.82,32912
2017-01-31,170012.00,0.00,1219.17,1528.45,34910
2017-02-01,340062.00,0.00,1259.15,2196.12,37114
2017-02-02,300017.00,0.00,1250.53,1899.90,41719
2017-02-03,40500.00,0.00,1194.25,1177.70,42154
2017-02-04,808010.00,0.00,1151.06,4911.87,28682
2017-02-05,900352.00,0.00,1485.48,10318.50,23360
2017-02-06,99999.00,0.00,1393.58,1501.27,31889
2017-02-07,400057.00,0.00,1268.71,2479.35,37187
2017-02-08,300062.00,0.00,1269.48,2118.92,40511
2017-02-09,99900.00,0.00,1230.49,1422.50,42982
2017-02-10,45450.00,0.00,1234.22,1234.73,42450
2017-02-11,53500.00,0.00,1128.44,1066.33,31746
2017-02-12,35000.00,0.00,1341.99,1291.48,24769
2017-02-13,92675.00,0.00,1295.01,1413.30,31892
2017-02-14,303033.00,0.00,1216.35,1979.46,36396
2017-02-15,680034.00,0.00,1278.36,3905.10,40052
2017-02-16,58888.00,0.00,1290.34,1284.55,41788
2017-02-17,67850.00,0.00,1281.33,1262.79,40095
2017-02-18,303030.00,0.00,1144.66,1958.08,34733
2017-02-19,303030.00,0.00,1292.48,2203.97,27548
2017-02-20,22500.00,0.00,1497.85,1445.33,25081
2017-02-21,234322.00,0.00,1384.74,2011.14,34855
2017-02-22,50000.00,0.00,1366.24,1358.19,40474
2017-02-23,50122.00,0.00,1290.24,1289.64,50598
2017-02-24,300055.00,0.00,1264.41,2212.73,50470
2017-02-25,323430.00,0.00,1176.73,2305.78,38246
2017-02-26,77777.00,0.00,1486.33,1541.53,26857
2017-02-27,300000.00,0.00,1399.98,2209.97,33335
2017-02-28,99999.00,0.00,1272.78,1401.43,39501
2017-03-01,300057.00,0.00,1312.22,1968.63,44148
2017-03-02,655555.00,0.00,1331.02,3450.33,43094
2017-03-03,900082.00,0.00,1237.85,4354.13,46799
2017-03-04,66666.00,0.00,1178.99,1145.02,33721
2017-03-05,175013.00,0.00,1488.33,1771.04,26025
2017-03-06,800077.00,0.00,1437.74,5602.54,33637
2017-03-07,85214.00,0.00,1284.14,1354.64,38641
2017-03-08,80000.00,0.00,1336.90,1417.30,42575
2017-03-09,50000.00,0.00,1330.51,1347.23,45763
2017-03-10,320011.00,0.00,1227.75,1863.32,49779
2017-03-11,74450.00,0.00,1118.10,1102.68,52074
2017-03-12,250015.00,0.00,1465.67,2135.34,27441
2017-03-13,751397.00,0.00,1389.07,4377.92,38405
2017-03-14,526771.00,0.00,1228.34,3253.15,39000
2017-03-15,78832.00,0.00,1311.49,1489.32,46454
2017-03-16,66825.00,0.00,1340.22,1352.35,50728
2017-03-17,37260.00,0.00,1308.27,1247.29,56246
2017-03-18,28501.00,0.00,1200.96,1099.22,42630
2017-03-19,120008.00,0.00,1438.70,1503.63,35121
2017-03-20,830042.00,0.00,1477.23,4370.58,40233
2017-03-21,70000.00,0.00,1389.19,1471.19,43432
2017-03-22,33375.00,0.00,1345.76,1332.04,43772
2017-03-23,650076.00,0.00,1342.07,3430.46,44511
2017-03-24,90000.00,0.00,1275.86,1307.04,46824
2017-03-25,110008.00,0.00,1184.33,1235.21,37070
2017-03-26,48000.00,0.00,1534.10,1454.60,30900
2017-03-27,500060.00,0.00,1406.03,2998.58,36741
2017-03-28,320019.00,0.00,1299.24,2082.02,38264
2017-03-29,520024.00,0.00,1331.47,2883.95,41668
2017-03-30,34525.00,0.00,1284.14,1260.50,48495
2017-03-31,900082.00,0.00,1286.58,5003.08,49554
2017-04-01,18550.00,0.00,1228.48,1126.60,35902
2017-04-02,100925.00,0.00,1527.75,1693.70,30519
2017-04-03,63333.00,0.00,1435.65,1460.98,44101
2017-04-04,200155.00,0.00,1387.31,1795.09,46009
2017-04-05,930044.00,0.00,1415.58,5462.78,53152
2017-04-06,93366.00,0.00,1440.96,1468.60,49182
2017-04-07,186150.00,0.00,1351.76,1716.66,47470
2017-04-08,829176.00,0.00,1237.65,4674.21,34610
2017-04-09,740042.00,0.00,1523.44,4625.57,28074
2017-04-10,342544.00,0.00,1393.98,2218.07,38993
2017-04-11,888555.00,0.00,1355.10,4707.65,39083
2017-04-12,57150.00,0.00,1311.46,1297.57,41753
2017-04-13,45200.00,0.00,1324.33,1307.04,45398
2017-04-14,71500.00,0.00,1228.82,1219.05,39652
2017-04-15,50004.00,0.00,1177.35,1069.34,31348
2017-04-16,263525.00,0.00,1479.81,2570.28,22965
2017-04-17,837950.00,0.00,1517.71,4830.35,34049
2017-04-18,66666.00,0.00,1354.15,1371.54,39034
2017-04-19,690038.00,0.00,1346.34,4322.99,45275
2017-04-20,600460.00,0.00,1416.53,3251.82,45011
2017-04-21,900062.00,0.00,1357.65,4308.02,49182
2017-04-22,920044.00,0.00,1277.49,4974.09,36219
2017-04-23,21100.00,0.00,1516.88,1400.72,29994
2017-04-24,690035.00,0.00,1500.39,4068.17,35163
2017-04-25,60007.00,0.00,1403.18,1432.43,38453
2017-04-26,600067.00,0.00,1475.24,3218.45,43093
2017-04-27,130009.00,0.00,1359.40,1511.91,48272
2017-04-28,80575.00,0.00,1335.08,1483.72,47282
2017-04-29,25100.00,0.00,1179.58,1134.75,40433
2017-04-30,85177.00,0.00,1529.80,1630.23,27830
2017-05-01,99999.00,0.00,1411.68,1568.85,40282
2017-05-02,69000.00,0.00,1341.36,1442.92,42836
2017-05-03,66952.00,0.00,1392.44,1437.99,43358
2017-05-04,99999.00,0.00,1401.23,1465.93,46917
2017-05-05,132975.00,0.00,1385.83,1509.40,52290
2017-05-06,570605.00,0.00,1298.77,3628.18,43048
2017-05-07,80500.00,0.00,1492.86,1502.99,29787
2017-05-08,300767.00,0.00,1443.49,2125.54,36347
2017-05-09,432568.00,0.00,1485.94,2652.00,39847
2017-05-10,34525.00,0.00,1399.63,1399.56,45589
2017-05-11,500500.00,0.00,1414.59,3059.77,41130
2017-05-12,42225.00,0.00,1362.89,1352.34,41031
2017-05-13,85447.00,0.00,1322.71,1379.07,28590
2017-05-14,19625.00,0.00,1565.10,1487.11,24496
2017-05-15,45591.00,0.00,1547.23,1564.36,31976
2017-05-16,60004.00,0.00,1391.25,1427.71,35808
2017-05-17,240000.00,0.00,1439.25,1890.02,37216
2017-05-18,700075.00,0.00,1490.02,3715.72,41581
2017-05-19,83450.00,0.00,1375.56,1387.77,48100
2017-05-20,390021.00,0.00,1298.88,2642.07,35056
2017-05-21,42600.00,0.00,1467.50,1350.86,33165
2017-05-22,640033.00,0.00,1556.89,3596.47,38814
2017-05-23,960058.00,0.00,1503.10,5006.26,40988
2017-05-24,100397.00,0.00,1372.28,1427.82,39679
2017-05-25,280016.00,0.00,1439.05,2053.19,37267
2017-05-26,74025.00,0.00,1283.81,1370.42,34883
2017-05-27,69325.00,0.00,1171.45,1140.08,25387
2017-05-28,220013.00,0.00,1179.82,1843.38,23284
2017-05-29,105975.00,0.00,1578.96,1721.28,16113
2017-05-30,52500.00,0.00,1427.92,1444.02,26957
2017-05-31,112675.00,0.00,1433.49,1531.48,30868
2017-06-01,200014.00,0.00,1548.14,1879.37,38167
2017-06-02,63000.00,0.00,1427.98,1394.45,45554
2017-06-03,55639.00,0.00,1246.28,1103.65,38906
2017-06-04,650033.00,0.00,1416.64,3869.05,36198
2017-06-05,900043.00,0.00,1548.75,4711.89,40246
2017-06-06,60007.00,0.00,1609.40,1586.51,38355
2017-06-07,38600.00,0.00,1445.90,1392.48,36671
2017-06-08,800057.00,0.00,1495.98,4984.40,39100
2017-06-09,59999.00,0.00,1425.89,1423.96,41087
2017-06-10,550027.00,0.00,1269.94,3041.33,37764
2017-06-11,99999.00,0.00,1473.80,1551.15,36089
2017-06-12,600367.00,0.00,1388.58,3361.61,40535
2017-06-13,560030.00,0.00,1380.88,3119.67,39493
2017-06-14,920087.00,0.00,1512.63,4867.99,41256
2017-06-15,180012.00,0.00,1520.88,1810.26,40102
2017-06-16,940045.00,0.00,1386.61,5071.96,37808
2017-06-17,900210.00,0.00,1260.14,5843.41,29438
2017-06-18,43625.00,0.00,1541.12,1506.34,23834
2017-06-19,200192.00,0.00,1511.24,1993.99,32420
2017-06-20,53536.00,0.00,1449.84,1463.47,35703
2017-06-21,48150.00,0.00,1461.57,1455.17,37136
2017-06-22,98565.00,0.00,1415.88,1512.17,38808
2017-06-23,128750.00,0.00,1360.82,1523.40,38652
2017-06-24,80050.00,0.00,1234.01,1272.41,31729
2017-06-25,87905.00,0.00,1534.76,1508.42,27921
2017-06-26,700302.00,0.00,1547.81,4363.30,30364
2017-06-27,93050.00,0.00,1383.07,1459.68,31264
2017-06-28,70008.00,0.00,1385.81,1446.17,35378
2017-06-29,340023.00,0.00,1417.40,2610.53,36985
2017-06-30,150011.00,0.00,1353.55,1532.68,35594
2017-07-01,25000.00,0.00,1271.98,1165.57,29618
2017-07-02,34200.00,0.00,1211.88,1148.70,26009
2017-07-03,60007.00,0.00,1173.05,1328.76,21690
2017-07-04,99969.00,0.00,1337.95,1449.47,18334
2017-07-05,54300.00,0.00,1366.64,1513.90,25115
2017-07-06,300272.00,0.00,1259.88,2129.04,28561
2017-07-07,280017.00,0.00,1206.96,1903.44,32540
2017-07-08,90000.00,0.00,1196.58,1200.62,26995
2017-07-09,33333.00,0.00,1471.68,1388.31,23522
2017-07-10,670037.00,0.00,1458.98,4148.66,29500
2017-07-11,98744.00,0.00,1369.49,1442.15,31769
2017-07-12,55750.00,0.00,1325.00,1335.85,35082
2017-07-13,193225.00,0.00,1424.23,1704.11,35989
2017-07-14,910043.00,0.00,1350.57,4908.63,37154
2017-07-15,85081.00,0.00,1206.74,1175.20,31714
2017-07-16,33333.00,0.00,1474.64,1395.79,25321
2017-07-17,41300.00,0.00,1471.86,1473.37,28454
2017-07-18,110006.00,0.00,1382.68,1483.21,31330
2017-07-19,90000.00,0.00,1353.02,1410.60,34908
2017-07-20,99999.00,0.00,1395.37,1444.46,36834
2017-07-21,65565.00,0.00,1316.96,1324.01,39717
2017-07-22,42250.00,0.00,1250.01,1199.66,30321
2017-07-23,18400.00,0.00,1473.37,1366.01,25720
2017-07-24,57751.00,0.00,1489.32,1479.18,29838
2017-07-25,227150.00,0.00,1408.70,2017.68,31958
2017-07-26,88888.00,0.00,1362.44,1398.86,34155
2017-07-27,31100.00,0.00,1366.66,1335.80,35249
2017-07-28,60005.00,0.00,1279.77,1288.61,34249
2017-07-29,99999.00,0.00,1203.77,1262.49,26819
2017-07-30,18425.00,0.00,1431.28,1344.76,21765
2017-07-31,65780.00,0.00,1429.99,1497.07,25481
2017-08-01,5825.00,325.00,1307.39,1201.48,71
